customer_id,age,income,region,account_type,loan_type,account_open_date,balance,days_past_due,monthly_payment,credit_limit,status,bucket,risk_flag,risk_catagory,vintage_days,utilization
1042,39,39395,West,Credit Card,Personal Loan,2019-08-22,409905,50,25048,119222,Delinquent,30-60,good,medium,2438,3.4381657747731125
1043,36,109175,North,Loan,Credit Card,2021-08-08,391965,120,2686,359863,Charged-off,90+,bad,High,1721,1.0892061701258535
1044,48,164514,South,Credit Card,Auto Loan,2018-06-06,320707,35,29424,460357,Delinquent,30-60,good,medium,2880,0.6966484706434354
1045,25,137203,East,Savings,Auto Loan,2017-11-10,577777,0,17088,81508,Current,Current,good,low,3088,7.088592530794523
1046,28,68661,East,Savings,Auto Loan,2019-12-18,69829,0,47897,280636,Current,Current,good,low,2320,0.2488240995453184
1047,35,47593,North,Loan,Mortgage,2020-01-08,465049,50,19493,47410,Delinquent,30-60,good,medium,2299,9.809090909090909
1048,29,75675,West,Savings,Auto Loan,2023-08-27,676130,0,15428,129304,Current,Current,good,low,972,5.228995236032914
1049,38,167317,East,Credit Card,Personal Loan,2018-05-18,657576,50,9798,121167,Delinquent,30-60,good,medium,2899,5.427022209017307
1050,40,87105,North,Current,Personal Loan,2020-05-08,680670,20,10937,33420,Delinquent,0-30,good,low,2178,20.367145421903054
1051,56,107205,North,Current,Personal Loan,2017-07-22,343648,20,25144,461869,Delinquent,0-30,good,low,3199,0.7440378115872682
1052,64,51980,South,Loan,Auto Loan,2022-09-23,533833,0,7620,313490,Current,Current,good,low,1310,1.7028709049730455
1053,46,36401,South,Loan,Mortgage,2017-03-31,45280,0,37829,303974,Current,Current,good,low,3312,0.1489601084303262
1054,22,77410,East,Current,Personal Loan,2020-04-07,60763,0,34681,383811,Current,Current,good,low,2209,0.1583148997814028
1055,58,73335,East,Savings,Mortgage,2021-01-20,432887,70,47396,369554,Charged-off,60-90,bad,High,1921,1.1713768488502356
1056,26,92066,North,Savings,Credit Card,2017-08-24,293866,35,22038,68839,Delinquent,30-60,good,medium,3166,4.268888275541481
1057,23,192521,East,Savings,Mortgage,2023-01-06,255070,0,37959,383775,Current,Current,good,low,1205,0.6646342257833366
1058,41,139200,West,Current,Auto Loan,2025-02-11,114587,10,44720,42630,Delinquent,0-30,good,low,438,2.687942763312221
1059,43,175923,East,Savings,Credit Card,2019-11-02,130500,10,2918,398681,Delinquent,0-30,good,low,2366,0.3273293685929352
1060,46,95357,South,Loan,Mortgage,2020-08-23,348875,0,31272,334423,Current,Current,good,low,2071,1.0432147310442164
1061,42,29200,West,Credit Card,Auto Loan,2017-12-24,547439,95,14394,316168,Charged-off,90+,bad,High,3044,1.731481364337947
1062,40,90138,West,Current,Mortgage,2020-08-23,445388,10,12131,20357,Delinquent,0-30,good,low,2071,21.87886230780567
1063,50,121154,East,Current,Auto Loan,2022-10-19,723849,35,38516,408530,Delinquent,30-60,good,medium,1284,1.7718380535089222
1064,52,35921,East,Current,Credit Card,2017-12-02,118490,10,24665,338693,Delinquent,0-30,good,low,3066,0.349844844741403
1065,22,40176,East,Current,Auto Loan,2021-09-24,755866,0,42174,483370,Current,Current,good,low,1674,1.5637420609471009
1066,60,143689,West,Current,Credit Card,2019-06-03,656956,70,29190,101189,Charged-off,60-90,bad,High,2518,6.492365770983012
1067,59,178089,East,Current,Auto Loan,2017-04-22,608855,20,19058,391637,Delinquent,0-30,good,low,3290,1.5546411600538252
1068,58,142097,West,Current,Personal Loan,2017-04-10,333165,20,12235,325317,Delinquent,0-30,good,low,3302,1.0241241619712464
1069,50,96345,East,Current,Mortgage,2018-01-31,757747,70,5601,119917,Charged-off,60-90,bad,High,3006,6.318928925840373
1070,52,176733,West,Current,Credit Card,2024-10-20,208166,70,23489,296975,Charged-off,60-90,bad,High,552,0.7009546258102534
1071,47,174957,South,Current,Mortgage,2017-05-09,410979,0,38973,393988,Current,Current,good,low,3273,1.043125678954689
1072,32,68626,East,Savings,Mortgage,2021-10-07,85189,50,23721,223730,Delinquent,30-60,good,medium,1661,0.3807669959325973
1073,43,47154,East,Current,Mortgage,2018-01-13,308835,0,35676,176837,Current,Current,good,low,3024,1.746438810882338
1074,35,112057,South,Loan,Personal Loan,2018-12-18,357294,70,16518,408711,Charged-off,60-90,bad,High,2685,0.874197171106234
1075,55,71153,South,Credit Card,Auto Loan,2017-02-06,331495,70,49566,264231,Charged-off,60-90,bad,High,3365,1.2545651342953703
1076,61,160174,West,Credit Card,Personal Loan,2019-03-28,618994,0,28999,161449,Current,Current,good,low,2585,3.8339909197331674
1077,63,45538,West,Credit Card,Mortgage,2020-03-20,506574,50,1177,305062,Delinquent,30-60,good,medium,2227,1.6605608040332784
1078,23,177719,West,Savings,Mortgage,2022-11-06,517483,0,19494,92203,Current,Current,good,low,1266,5.612431265793955
1079,35,173031,South,Savings,Personal Loan,2022-11-17,666133,70,16598,443694,Charged-off,60-90,bad,High,1255,1.501334252885998
1080,25,146801,North,Current,Mortgage,2021-04-05,349783,35,12665,168660,Delinquent,30-60,good,medium,1846,2.0738942250681847
1081,48,100818,North,Credit Card,Personal Loan,2018-05-24,667708,0,24218,435814,Current,Current,good,low,2893,1.5320939666922126
1082,60,65457,East,Current,Mortgage,2022-11-20,378504,0,22982,213410,Current,Current,good,low,1252,1.7736001124595848
1083,30,61634,North,Savings,Credit Card,2024-01-19,537378,70,19771,190617,Charged-off,60-90,bad,High,827,2.8191504430349865
1084,42,192570,East,Current,Credit Card,2018-07-11,698476,10,39100,329316,Delinquent,0-30,good,low,2845,2.1209901735718883
1085,23,194930,South,Current,Personal Loan,2017-03-10,110850,35,46148,281785,Delinquent,30-60,good,medium,3333,0.3933850275919584
1086,59,86209,West,Current,Personal Loan,2024-11-15,179539,50,33428,157813,Delinquent,30-60,good,medium,526,1.1376692667904418
1087,58,156708,West,Savings,Auto Loan,2022-11-11,290186,20,18855,104998,Delinquent,0-30,good,low,1261,2.763728832930151
1088,56,123682,North,Credit Card,Personal Loan,2018-09-24,384724,0,30504,489074,Current,Current,good,low,2770,0.7866376049432192
1089,64,107275,South,Loan,Personal Loan,2022-09-06,210448,70,5782,55303,Charged-off,60-90,bad,High,1327,3.805363181020921
1090,22,85641,East,Current,Personal Loan,2025-02-12,445689,70,21613,223316,Charged-off,60-90,bad,High,437,1.9957772842071324
1091,45,92663,South,Savings,Personal Loan,2020-03-13,599484,10,22459,442094,Delinquent,0-30,good,low,2234,1.3560102602613924
1092,58,69542,West,Savings,Auto Loan,2019-04-10,79379,10,5198,298655,Delinquent,0-30,good,low,2572,0.2657882841405635
1093,50,169322,South,Credit Card,Credit Card,2020-07-05,50351,0,1007,401664,Current,Current,good,low,2120,0.1253560189611217
1094,26,100892,North,Savings,Personal Loan,2022-03-18,672741,35,19268,361504,Delinquent,30-60,good,medium,1499,1.860950362928211
1095,35,158463,East,Savings,Credit Card,2018-12-14,536437,120,28443,24943,Charged-off,90+,bad,High,2689,21.50651485386681
1096,41,178182,East,Current,Personal Loan,2017-09-21,554592,0,39480,323714,Current,Current,good,low,3138,1.7132159869514447
1097,40,67745,East,Credit Card,Credit Card,2024-09-24,587315,10,35144,162689,Delinquent,0-30,good,low,578,3.610047391034428
1098,33,36828,North,Loan,Credit Card,2021-09-06,179168,10,47104,253732,Delinquent,0-30,good,low,1692,0.7061308782494916
1099,31,58776,North,Savings,Mortgage,2023-07-31,188191,35,49594,27143,Delinquent,30-60,good,medium,999,6.933316140441366
1100,24,50622,North,Credit Card,Personal Loan,2017-12-28,124085,0,38051,276915,Current,Current,good,low,3040,0.448097791741148
1101,54,94722,South,Savings,Credit Card,2021-07-20,380868,20,24544,115788,Delinquent,0-30,good,low,1740,3.2893564099906727
1102,34,35486,North,Current,Personal Loan,2019-09-04,681848,70,17896,68612,Charged-off,60-90,bad,High,2425,9.937736839036903
1103,58,29956,East,Credit Card,Personal Loan,2019-08-23,62861,0,8420,425812,Current,Current,good,low,2437,0.1476261824467135
1104,32,122116,North,Savings,Credit Card,2022-01-29,153031,0,47850,349127,Current,Current,good,low,1547,0.4383247356978979
1105,34,179102,East,Loan,Auto Loan,2018-11-12,52493,0,47013,105093,Current,Current,good,low,2721,0.4994909270836307
1106,34,79510,East,Savings,Auto Loan,2017-06-15,767036,20,10405,112777,Delinquent,0-30,good,low,3236,6.801351339368843
1107,45,153845,West,Loan,Personal Loan,2024-09-13,367285,70,10948,281417,Charged-off,60-90,bad,High,589,1.3051272666541112
1108,39,161856,South,Loan,Personal Loan,2017-01-29,242820,20,16942,406948,Delinquent,0-30,good,low,3373,0.5966855716209442
1109,38,50536,East,Savings,Mortgage,2021-07-04,562055,70,24855,416523,Charged-off,60-90,bad,High,1756,1.3493972721794474
1110,32,142317,West,Loan,Auto Loan,2019-04-04,180722,0,14972,127095,Current,Current,good,low,2578,1.4219442149573154
1111,23,149901,South,Loan,Personal Loan,2024-04-26,480819,0,20288,388682,Current,Current,good,low,729,1.237049824792504
1112,57,50862,West,Loan,Auto Loan,2023-07-11,702821,50,49015,338408,Delinquent,30-60,good,medium,1019,2.07684511004468
1113,29,94455,North,Loan,Mortgage,2020-05-22,709163,0,1697,325417,Current,Current,good,low,2164,2.179243862490282
1114,49,47577,South,Current,Personal Loan,2021-12-22,580510,50,11965,349811,Delinquent,30-60,good,medium,1585,1.659496127909071
1115,48,32897,South,Current,Mortgage,2021-10-23,502969,50,26489,75280,Delinquent,30-60,good,medium,1645,6.681309776833157
1116,42,140620,West,Loan,Auto Loan,2017-02-13,88088,120,30676,455468,Charged-off,90+,bad,High,3358,0.19340107318187
1117,21,62157,South,Savings,Auto Loan,2023-11-25,592569,0,36087,267253,Current,Current,good,low,882,2.217258552757125
1118,32,112921,South,Savings,Credit Card,2021-05-03,691862,20,9742,166183,Delinquent,0-30,good,low,1818,4.163253762418538
1119,24,172605,North,Savings,Auto Loan,2017-08-19,624490,50,47711,483687,Delinquent,30-60,good,medium,3171,1.2911035442341845
1120,44,149295,North,Savings,Auto Loan,2019-06-30,700896,0,25936,331412,Current,Current,good,low,2491,2.1148781577009883
1121,23,175311,East,Loan,Credit Card,2022-12-22,26752,10,21034,224053,Delinquent,0-30,good,low,1220,0.1194003204598911
1122,26,183557,South,Savings,Auto Loan,2022-10-08,371719,0,15281,305591,Current,Current,good,low,1295,1.2163938074092495
1123,21,190403,North,Current,Mortgage,2022-10-01,615425,0,23791,300492,Current,Current,good,low,1302,2.048057851789732
1124,37,67253,East,Current,Mortgage,2024-11-12,466950,0,41693,373729,Current,Current,good,low,529,1.2494347508488772
1125,23,102360,East,Savings,Mortgage,2024-10-23,506919,0,11479,26190,Current,Current,good,low,549,19.355441008018328
1126,23,65511,West,Credit Card,Personal Loan,2021-08-12,368080,0,16032,438727,Current,Current,good,low,1717,0.8389727552669428
1127,29,139245,South,Loan,Personal Loan,2019-10-02,35418,0,45778,81690,Current,Current,good,low,2397,0.4335659199412413
1128,38,168810,North,Savings,Personal Loan,2024-06-08,501513,20,3904,300290,Delinquent,0-30,good,low,686,1.6700955742781978
1129,53,160104,South,Current,Mortgage,2020-06-05,311369,0,17946,214007,Current,Current,good,low,2150,1.454947735354451
1130,63,83097,West,Savings,Auto Loan,2020-11-17,608941,0,21478,121990,Current,Current,good,low,1985,4.991728830231986
1131,46,57732,West,Loan,Auto Loan,2020-01-19,689760,0,45889,316484,Current,Current,good,low,2288,2.179446670289809
1132,42,162394,East,Savings,Auto Loan,2017-10-16,564526,0,14429,402889,Current,Current,good,low,3113,1.401194870051056
1133,21,190182,West,Savings,Mortgage,2018-07-02,568514,0,15954,297982,Current,Current,good,low,2854,1.90788034176561
1134,39,133101,West,Savings,Credit Card,2017-03-17,152100,70,23584,90781,Charged-off,60-90,bad,High,3326,1.675460724160342
1135,26,111649,South,Savings,Mortgage,2024-12-24,761948,0,33227,261418,Current,Current,good,low,487,2.9146730523529367
1136,46,42298,South,Savings,Credit Card,2025-02-10,791960,35,5829,467017,Delinquent,30-60,good,medium,439,1.6957840935126558
1137,41,162538,North,Credit Card,Mortgage,2022-03-31,562755,70,23975,411896,Charged-off,60-90,bad,High,1486,1.366255074096374
1138,25,33187,East,Savings,Auto Loan,2021-07-12,159047,20,17793,478258,Delinquent,0-30,good,low,1748,0.3325548135106992
1139,38,183640,West,Credit Card,Mortgage,2021-10-09,644110,20,31644,149720,Delinquent,0-30,good,low,1659,4.302097248196634
1140,35,104922,North,Current,Auto Loan,2019-04-06,183194,0,1667,396723,Current,Current,good,low,2576,0.4617680346236543
1141,40,33424,South,Credit Card,Auto Loan,2021-05-31,110345,0,7795,131219,Current,Current,good,low,1790,0.8409224273923745
1142,48,176948,East,Loan,Mortgage,2020-09-17,518874,0,34732,388177,Current,Current,good,low,2046,1.336694343044539
1143,57,175519,West,Savings,Auto Loan,2020-02-22,616401,0,12708,495402,Current,Current,good,low,2254,1.2442440684534983
1144,29,87058,North,Credit Card,Auto Loan,2017-01-16,223343,0,2844,355144,Current,Current,good,low,3386,0.6288801162345414
1145,46,167914,West,Savings,Mortgage,2020-12-05,332823,0,31602,479369,Current,Current,good,low,1967,0.6942939572646541
1146,40,171020,South,Credit Card,Personal Loan,2023-05-23,96520,10,32271,212356,Delinquent,0-30,good,low,1068,0.4545197686903125
1147,63,115544,West,Savings,Credit Card,2017-09-30,687206,0,7017,303453,Current,Current,good,low,3129,2.264620880334022
1148,27,54320,North,Loan,Auto Loan,2022-04-26,466950,10,49353,460760,Delinquent,0-30,good,low,1460,1.0134343258963452
1149,29,49271,East,Savings,Mortgage,2018-06-05,531071,0,37962,325156,Current,Current,good,low,2881,1.6332806406770903
1150,53,175269,North,Loan,Auto Loan,2020-04-03,167932,50,2430,253200,Delinquent,30-60,good,medium,2213,0.6632385466034755
1151,42,57553,East,Current,Mortgage,2022-05-23,773404,0,21729,199494,Current,Current,good,low,1433,3.876828375790751
1152,21,128133,South,Savings,Credit Card,2019-09-05,30456,0,48816,50114,Current,Current,good,low,2424,0.6077343656463263
1153,28,158259,North,Loan,Mortgage,2023-08-14,719553,70,13879,310203,Charged-off,60-90,bad,High,985,2.319619732884595
1154,54,161227,South,Current,Auto Loan,2024-11-03,556770,50,36931,381478,Delinquent,30-60,good,medium,538,1.4595074945344162
1155,59,35531,South,Savings,Personal Loan,2024-01-19,631063,0,2745,183918,Current,Current,good,low,827,3.431219347752803
1156,45,105082,North,Current,Credit Card,2019-08-23,106999,50,16810,265882,Delinquent,30-60,good,medium,2437,0.4024304014562851
1157,53,136794,South,Loan,Credit Card,2021-10-28,65594,0,43794,167738,Current,Current,good,low,1640,0.3910503284884761
1158,29,90493,South,Savings,Personal Loan,2024-09-16,158074,35,37704,466713,Delinquent,30-60,good,medium,586,0.3386963722887513
1159,64,66826,North,Current,Credit Card,2020-12-30,314393,50,25361,155690,Delinquent,30-60,good,medium,1942,2.019352559573512
1160,64,57716,West,Savings,Auto Loan,2021-09-25,675181,70,37609,251784,Charged-off,60-90,bad,High,1673,2.681588186699711
1161,37,50151,North,Savings,Credit Card,2017-12-26,769654,0,12186,92427,Current,Current,good,low,3042,8.32715548486914
1162,31,62047,East,Savings,Personal Loan,2018-06-26,306878,120,44491,475186,Charged-off,90+,bad,High,2860,0.645806063309946
1163,39,53958,East,Savings,Credit Card,2022-05-12,253426,0,36524,159623,Current,Current,good,low,1444,1.587653408343409
1164,42,76270,West,Loan,Credit Card,2022-03-21,332759,50,3672,362206,Delinquent,30-60,good,medium,1496,0.9187009602270532
1165,29,63860,East,Current,Credit Card,2017-08-04,702020,70,24494,299405,Charged-off,60-90,bad,High,3186,2.3447170220938194
1166,30,192302,South,Current,Mortgage,2022-09-07,134894,10,20849,444738,Delinquent,0-30,good,low,1326,0.3033111629768538
1167,45,118391,North,Loan,Auto Loan,2021-02-28,461157,20,17411,54064,Delinquent,0-30,good,low,1882,8.529835010358093
1168,41,99699,East,Loan,Personal Loan,2024-07-17,7582,0,38204,390317,Current,Current,good,low,647,0.0194252364104048
1169,31,160598,South,Loan,Auto Loan,2017-05-17,465123,0,16812,218763,Current,Current,good,low,3265,2.126150217358511
1170,40,117393,East,Savings,Mortgage,2019-09-17,585647,0,27542,53580,Current,Current,good,low,2412,10.930328480776408
1171,32,94857,East,Credit Card,Credit Card,2019-10-05,449877,0,36556,246703,Current,Current,good,low,2394,1.8235570706477016
1172,59,30134,North,Loan,Mortgage,2021-08-14,602674,20,39242,190396,Delinquent,0-30,good,low,1715,3.165371121242043
1173,35,113995,North,Loan,Personal Loan,2021-11-17,783729,0,45668,394361,Current,Current,good,low,1620,1.98733901171769
1174,26,131942,West,Credit Card,Personal Loan,2021-01-02,555377,35,8912,217967,Delinquent,30-60,good,medium,1939,2.5479866218280747
1175,37,128767,South,Savings,Auto Loan,2023-12-27,396891,0,28107,291948,Current,Current,good,low,850,1.3594578486579805
1176,25,176014,East,Current,Credit Card,2025-02-15,263680,10,13902,416322,Delinquent,0-30,good,low,434,0.633355912010415
1177,35,169116,East,Loan,Credit Card,2017-07-30,106994,0,49325,321366,Current,Current,good,low,3191,0.3329350335754249
1178,52,51607,East,Credit Card,Credit Card,2017-04-04,357781,10,24252,33798,Delinquent,0-30,good,low,3308,10.58586306882064
1179,23,62248,North,Current,Auto Loan,2023-07-21,533273,0,26073,454395,Current,Current,good,low,1009,1.173589057978191
1180,23,98877,North,Loan,Personal Loan,2022-07-27,769784,0,12544,157441,Current,Current,good,low,1368,4.889349025984337
1181,35,110888,East,Loan,Personal Loan,2017-03-05,160790,35,26744,377709,Delinquent,30-60,good,medium,3338,0.4256980903287981
1182,52,146505,South,Savings,Auto Loan,2021-11-10,54486,20,6779,360723,Delinquent,0-30,good,low,1627,0.1510466479819695
1183,28,52269,South,Credit Card,Personal Loan,2023-08-08,39465,70,29716,252146,Charged-off,60-90,bad,High,991,0.1565164626843178
1184,26,198408,South,Current,Personal Loan,2020-07-18,23646,95,29214,263946,Charged-off,90+,bad,High,2107,0.0895865063308403
1185,25,117765,South,Credit Card,Personal Loan,2017-11-07,140336,0,28620,21638,Current,Current,good,low,3091,6.4856271374433865
1186,36,119252,East,Loan,Auto Loan,2017-03-01,455923,0,16991,61447,Current,Current,good,low,3342,7.4197763926635965
1187,37,96964,North,Savings,Credit Card,2019-12-12,244154,50,38248,488374,Delinquent,30-60,good,medium,2326,0.4999324288352779
1188,59,108834,South,Loan,Mortgage,2024-11-24,150934,0,42237,444599,Current,Current,good,low,517,0.3394834446321291
1189,25,54652,East,Savings,Credit Card,2018-07-16,694210,10,48927,272375,Delinquent,0-30,good,low,2840,2.5487287746672784
1190,44,157485,West,Savings,Mortgage,2020-06-20,706460,0,9054,374042,Current,Current,good,low,2135,1.888718379219446
1191,47,153335,East,Loan,Auto Loan,2020-04-21,109531,20,42747,241130,Delinquent,0-30,good,low,2195,0.4542404512088914
1192,45,143375,East,Current,Mortgage,2018-10-26,181965,35,5734,41685,Delinquent,30-60,good,medium,2738,4.365239294710327
1193,41,108367,North,Loan,Credit Card,2021-01-25,768666,120,49234,452765,Charged-off,90+,bad,High,1916,1.6977151502435035
1194,28,156005,South,Current,Personal Loan,2024-11-25,63002,50,20956,163506,Delinquent,30-60,good,medium,516,0.3853191931794552
1195,54,77238,North,Credit Card,Personal Loan,2022-03-17,302021,20,37973,435316,Delinquent,0-30,good,low,1500,0.6937971496568011
1196,35,122994,East,Loan,Personal Loan,2020-09-23,762107,0,15715,301273,Current,Current,good,low,2040,2.529622634620427
1197,55,25140,North,Savings,Credit Card,2020-05-28,446370,0,33505,445862,Current,Current,good,low,2158,1.001139365992168
1198,46,26319,West,Current,Personal Loan,2022-11-27,472054,0,8295,417873,Current,Current,good,low,1245,1.129659011230685
1199,56,124386,North,Credit Card,Personal Loan,2018-06-16,560977,0,3667,245230,Current,Current,good,low,2870,2.287554540635322
1200,54,46409,North,Credit Card,Credit Card,2017-04-13,665962,20,43054,475302,Delinquent,0-30,good,low,3299,1.4011344366318677
1201,55,42437,West,Loan,Mortgage,2023-04-19,730074,35,4136,383598,Delinquent,30-60,good,medium,1102,1.9032268155725525
1202,35,26324,North,Loan,Personal Loan,2019-07-14,544220,10,29300,262979,Delinquent,0-30,good,low,2477,2.0694428072203483
1203,23,119256,West,Credit Card,Mortgage,2022-09-03,107988,20,48427,39172,Delinquent,0-30,good,low,1330,2.756765036250383
1204,61,92646,North,Savings,Credit Card,2017-12-18,677695,10,1991,131027,Delinquent,0-30,good,low,3050,5.172178253337099
1205,29,50291,North,Savings,Auto Loan,2021-08-11,490517,0,1107,278946,Current,Current,good,low,1718,1.7584657962473025
1206,56,55972,East,Current,Personal Loan,2021-01-24,222425,70,13528,149742,Charged-off,60-90,bad,High,1917,1.4853882010391206
1207,63,47405,West,Credit Card,Credit Card,2024-09-12,53935,50,35282,411499,Delinquent,30-60,good,medium,590,0.1310695773258258
1208,46,145177,North,Credit Card,Mortgage,2017-09-20,746253,10,14522,367055,Delinquent,0-30,good,low,3139,2.033082235632262
1209,30,138338,West,Savings,Credit Card,2021-03-14,119056,35,25008,262030,Delinquent,30-60,good,medium,1868,0.4543601877647598
1210,50,117070,North,Loan,Mortgage,2021-01-10,395161,0,48187,117774,Current,Current,good,low,1931,3.355248187206005
1211,62,125512,North,Savings,Personal Loan,2023-01-13,256591,20,12114,351165,Delinquent,0-30,good,low,1198,0.7306850056241369
1212,56,177810,North,Current,Mortgage,2017-06-22,617006,70,43647,418183,Charged-off,60-90,bad,High,3229,1.475444960699024
1213,37,122973,West,Savings,Credit Card,2024-06-17,598545,0,30869,160754,Current,Current,good,low,677,3.7233599163939934
1214,45,122779,South,Credit Card,Credit Card,2024-02-26,759947,0,25611,351072,Current,Current,good,low,789,2.164647137909033
1215,31,37204,East,Loan,Auto Loan,2021-10-27,58955,0,45518,178005,Current,Current,good,low,1641,0.3311985618381506
1216,51,185161,West,Loan,Auto Loan,2022-11-25,148130,0,28479,452473,Current,Current,good,low,1247,0.327378650217803
1217,32,71030,North,Credit Card,Mortgage,2019-04-09,675192,0,16480,90278,Current,Current,good,low,2573,7.4790314362303105
1218,45,159069,North,Savings,Credit Card,2023-10-23,34481,35,10449,391863,Delinquent,30-60,good,medium,915,0.087992487170261
1219,46,79219,West,Savings,Auto Loan,2017-08-25,621230,0,32225,354919,Current,Current,good,low,3165,1.7503430360166683
1220,59,101769,North,Current,Auto Loan,2017-09-07,214009,0,42619,498434,Current,Current,good,low,3152,0.4293627641774036
1221,33,189996,West,Loan,Auto Loan,2020-01-22,640992,0,2603,372116,Current,Current,good,low,2285,1.7225596319427274
1222,50,145111,South,Loan,Auto Loan,2021-10-13,59182,20,34578,265772,Delinquent,0-30,good,low,1655,0.2226795900245323
1223,23,105730,South,Current,Personal Loan,2019-04-22,162267,10,6022,202354,Delinquent,0-30,good,low,2560,0.8018966761220435
1224,51,109326,North,Savings,Mortgage,2019-03-08,50461,0,2009,460404,Current,Current,good,low,2605,0.1096015673191371
1225,41,163192,South,Credit Card,Mortgage,2023-06-19,485770,70,1730,460218,Charged-off,60-90,bad,High,1041,1.055521513717412
1226,55,103777,North,Credit Card,Credit Card,2024-09-14,602178,0,15787,209449,Current,Current,good,low,588,2.8750578899875388
1227,49,66748,West,Loan,Personal Loan,2020-08-11,241889,0,33705,311825,Current,Current,good,low,2083,0.7757203559688928
1228,33,133420,East,Loan,Mortgage,2017-07-21,391749,50,11397,428012,Delinquent,30-60,good,medium,3200,0.9152757399325252
1229,50,128099,West,Current,Personal Loan,2024-11-08,292883,95,25522,161930,Charged-off,90+,bad,High,533,1.8087012906811584
1230,26,106669,South,Credit Card,Personal Loan,2022-12-20,43056,70,42892,242022,Charged-off,60-90,bad,High,1222,0.1779011825371247
1231,31,104088,West,Savings,Credit Card,2024-07-04,681838,50,35010,497065,Delinquent,30-60,good,medium,660,1.3717280436160262
1232,31,64600,South,Credit Card,Personal Loan,2022-10-22,766707,0,7659,461037,Current,Current,good,low,1281,1.6630053553185535
1233,24,105575,North,Savings,Auto Loan,2020-11-20,725517,120,3011,80602,Charged-off,90+,bad,High,1982,9.00122825736334
1234,42,68800,East,Credit Card,Mortgage,2022-11-01,709943,20,9244,192131,Delinquent,0-30,good,low,1271,3.695098656645726
1235,54,65248,North,Credit Card,Auto Loan,2021-11-11,95383,120,34708,116531,Charged-off,90+,bad,High,1626,0.8185203937149771
1236,50,94514,East,Current,Personal Loan,2021-09-19,463831,0,32930,60511,Current,Current,good,low,1679,7.665234420188065
1237,25,179748,South,Credit Card,Auto Loan,2021-08-29,395850,0,41555,427140,Current,Current,good,low,1700,0.9267453294001966
1238,51,73430,South,Savings,Auto Loan,2017-12-02,88622,70,16469,244474,Charged-off,60-90,bad,High,3066,0.3625007158225414
1239,48,123935,East,Current,Auto Loan,2019-09-16,307606,0,32505,238195,Current,Current,good,low,2413,1.2914041016813955
1240,51,55003,South,Current,Personal Loan,2018-01-18,675331,0,44858,26077,Current,Current,good,low,3019,25.89757257353223
1241,43,81114,West,Credit Card,Credit Card,2021-10-25,727014,0,4659,349942,Current,Current,good,low,1643,2.0775271330677656
1242,23,166357,North,Current,Mortgage,2017-04-26,544570,70,7928,190224,Charged-off,60-90,bad,High,3286,2.8627828244595843
1243,55,152058,South,Savings,Credit Card,2023-12-26,349573,20,23529,152424,Delinquent,0-30,good,low,851,2.293424919960111
1244,41,197544,South,Savings,Mortgage,2021-05-15,621116,0,12130,203163,Current,Current,good,low,1806,3.0572299089893336
1245,41,59708,North,Loan,Personal Loan,2020-08-27,150534,20,10461,58848,Delinquent,0-30,good,low,2067,2.558013866231648
1246,30,180953,West,Savings,Personal Loan,2022-08-11,733076,0,14546,40296,Current,Current,good,low,1353,18.19227714909669
1247,32,54910,East,Loan,Credit Card,2019-11-06,177071,50,1337,246911,Delinquent,30-60,good,medium,2362,0.7171450441657116
1248,47,188555,South,Credit Card,Auto Loan,2018-01-18,169392,0,12390,235303,Current,Current,good,low,3019,0.7198888241968866
1249,57,61583,North,Savings,Mortgage,2018-12-18,417431,0,9884,232335,Current,Current,good,low,2685,1.7966772117847074
1250,32,141423,North,Loan,Personal Loan,2024-10-02,394952,95,40417,203887,Charged-off,90+,bad,High,570,1.93711222392796
1251,43,44338,East,Current,Personal Loan,2017-05-19,602347,50,48812,489756,Delinquent,30-60,good,medium,3263,1.229892027866938
1252,42,159884,West,Credit Card,Personal Loan,2023-09-28,405025,70,10513,314772,Charged-off,60-90,bad,High,940,1.2867249945992656
1253,43,133409,North,Savings,Auto Loan,2020-04-05,761982,0,23638,47924,Current,Current,good,low,2211,15.89979968283115
1254,43,133881,North,Loan,Auto Loan,2019-12-23,515191,35,8899,473583,Delinquent,30-60,good,medium,2315,1.0878578834122
1255,35,124272,South,Loan,Mortgage,2017-04-24,413309,0,39052,488112,Current,Current,good,low,3288,0.8467503359884616
1256,46,170318,East,Loan,Auto Loan,2020-04-07,672434,35,41551,196083,Delinquent,30-60,good,medium,2209,3.429333496529531
1257,48,135560,West,Loan,Mortgage,2022-06-19,49767,0,43525,142475,Current,Current,good,low,1406,0.3493033865590454
1258,33,39028,North,Credit Card,Personal Loan,2017-06-19,256162,0,11800,20548,Current,Current,good,low,3232,12.466517422620209
1259,55,96272,South,Current,Credit Card,2020-10-04,283417,0,1725,194616,Current,Current,good,low,2029,1.456288280511366
1260,57,181369,West,Loan,Auto Loan,2017-01-03,173080,35,43622,346954,Delinquent,30-60,good,medium,3399,0.4988557560944678
1261,64,174746,East,Current,Auto Loan,2017-10-31,434808,0,25107,478849,Current,Current,good,low,3098,0.9080273739738416
1262,58,104118,West,Credit Card,Credit Card,2018-10-23,707259,0,17072,259143,Current,Current,good,low,2741,2.7292228615088967
1263,24,128388,South,Savings,Auto Loan,2017-12-13,482696,0,10378,414114,Current,Current,good,low,3055,1.1656114016913215
