cust_id,age,income,region,account_type,loan_type,account_open_date,balance,days_past_due,monthly_payment,credit_limit,status,bucket,risk_flag,risk_level,vintage_days,utilization
469,50,70697,North,Loan,"Auto Loan",2021-12-21,354861,50,29844,152045,Delinquent,30-60,good,medium,1584,2.33392
470,31,80508,North,Savings,"Auto Loan",2017-03-25,755194,0,18466,375127,Current,Current,good,low,3316,2.01317
471,28,164491,West,Savings,"Personal Loan",2024-12-18,327538,0,8928,294008,Current,Current,good,low,491,1.11404
472,57,38375,West,"Credit Card","Personal Loan",2017-08-26,791096,95,27620,190171,Charged-off,90+,bad,High,3162,4.15992
473,37,117917,North,Loan,"Personal Loan",2024-08-06,77566,20,30135,229952,Delinquent,0-30,good,low,625,0.337314
474,28,179474,East,Loan,"Personal Loan",2023-02-12,592200,0,8037,282457,Current,Current,good,low,1166,2.0966
475,64,127664,West,Loan,"Credit Card",2017-09-19,255575,50,49389,208029,Delinquent,30-60,good,medium,3138,1.22855
476,50,122775,East,Savings,"Personal Loan",2023-07-17,204866,70,41933,293196,Charged-off,60-90,bad,High,1011,0.698734
477,63,192386,North,Loan,Mortgage,2022-12-08,377723,0,22492,176177,Current,Current,good,low,1232,2.144
478,63,77824,South,Loan,"Personal Loan",2023-06-24,473570,0,39975,499032,Current,Current,good,low,1034,0.948977
479,36,144578,South,Current,Mortgage,2021-03-02,306098,35,34535,166703,Delinquent,30-60,good,medium,1878,1.83619
480,24,156034,South,Savings,"Credit Card",2023-11-11,395399,50,41550,268636,Delinquent,30-60,good,medium,894,1.47188
481,41,55852,West,"Credit Card",Mortgage,2025-01-16,180246,0,41697,182097,Current,Current,good,low,462,0.989835
482,54,178495,West,"Credit Card",Mortgage,2018-02-12,239639,35,48034,59325,Delinquent,30-60,good,medium,2992,4.03943
483,60,47657,West,"Credit Card","Credit Card",2019-06-03,64485,0,16975,387683,Current,Current,good,low,2516,0.166334
484,55,35714,North,Loan,"Personal Loan",2024-03-09,168731,95,6232,384297,Charged-off,90+,bad,High,775,0.439064
485,33,82682,East,Savings,"Credit Card",2024-06-11,266582,50,15370,212981,Delinquent,30-60,good,medium,681,1.25167
486,63,81174,South,"Credit Card","Personal Loan",2024-10-14,776487,0,34557,198852,Current,Current,good,low,556,3.90485
487,47,73852,West,Current,Mortgage,2021-07-03,708567,0,13212,154521,Current,Current,good,low,1755,4.58557
488,28,183214,East,"Credit Card","Personal Loan",2023-02-17,280922,0,37025,337352,Current,Current,good,low,1161,0.832727
489,61,64181,South,Loan,"Personal Loan",2023-08-20,577008,70,47094,108442,Charged-off,60-90,bad,High,977,5.32089
490,62,177436,North,"Credit Card","Personal Loan",2023-02-13,265426,95,12813,262730,Charged-off,90+,bad,High,1165,1.01026
491,49,154996,East,Loan,Mortgage,2018-05-17,673787,20,4291,472742,Delinquent,0-30,good,low,2898,1.42527
492,36,167981,South,Current,Mortgage,2025-01-22,743737,10,40625,401852,Delinquent,0-30,good,low,456,1.85077
493,63,167414,South,Current,"Personal Loan",2023-03-23,660393,70,23786,281720,Charged-off,60-90,bad,High,1127,2.34415
494,25,63495,West,Loan,"Auto Loan",2022-07-22,615661,20,46856,166906,Delinquent,0-30,good,low,1371,3.68867
495,57,78472,East,Savings,"Auto Loan",2023-10-17,786130,0,10516,376358,Current,Current,good,low,919,2.08878
496,60,94151,East,Savings,"Personal Loan",2021-10-16,766434,20,44466,206235,Delinquent,0-30,good,low,1650,3.71631
497,60,75931,East,Loan,"Credit Card",2024-05-08,267907,0,33283,261747,Current,Current,good,low,715,1.02353
498,62,91827,East,"Credit Card","Credit Card",2020-10-19,346897,35,12945,248733,Delinquent,30-60,good,medium,2012,1.39466
499,30,154149,South,Savings,"Personal Loan",2022-02-22,165838,95,34107,319973,Charged-off,90+,bad,High,1521,0.518287
500,35,50254,North,"Credit Card",Mortgage,2022-11-03,506129,0,22626,200663,Current,Current,good,low,1267,2.52228
501,41,161852,West,Current,"Credit Card",2018-11-04,761222,0,28723,410871,Current,Current,good,low,2727,1.8527
502,54,27552,East,"Credit Card","Credit Card",2022-12-12,460561,20,6487,495129,Delinquent,0-30,good,low,1228,0.930184
503,42,115326,West,Current,"Personal Loan",2021-10-13,85189,35,21520,143339,Delinquent,30-60,good,medium,1653,0.594318
504,42,116097,North,Current,Mortgage,2018-07-28,409030,0,32411,339272,Current,Current,good,low,2826,1.20561
505,29,194256,North,Savings,"Personal Loan",2020-05-23,528347,95,27492,167473,Charged-off,90+,bad,High,2161,3.15482
506,46,87050,South,Savings,"Personal Loan",2022-10-02,188947,0,39487,90208,Current,Current,good,low,1299,2.09457
507,33,98134,South,Loan,Mortgage,2020-07-20,613597,0,16561,435911,Current,Current,good,low,2103,1.40762
508,38,187444,East,Savings,"Auto Loan",2022-12-29,275935,35,3047,202520,Delinquent,30-60,good,medium,1211,1.36251
509,21,62506,North,"Credit Card",Mortgage,2021-08-30,552565,50,34025,415045,Delinquent,30-60,good,medium,1697,1.33134
510,43,32286,East,"Credit Card","Credit Card",2019-07-31,254629,50,30209,46769,Delinquent,30-60,good,medium,2458,5.4444
511,53,162332,South,Current,"Credit Card",2021-03-09,480763,10,5962,136301,Delinquent,0-30,good,low,1871,3.52722
512,51,195400,North,"Credit Card",Mortgage,2023-07-11,525564,120,6844,329199,Charged-off,90+,bad,High,1017,1.59649
513,41,77585,West,Current,"Personal Loan",2022-01-14,799823,20,5983,306753,Delinquent,0-30,good,low,1560,2.60738
514,43,98449,West,"Credit Card","Auto Loan",2024-01-14,586850,10,37910,446877,Delinquent,0-30,good,low,830,1.31322
515,36,77225,North,Current,"Auto Loan",2022-10-22,506232,50,10911,485410,Delinquent,30-60,good,medium,1279,1.0429
516,47,155536,South,Current,"Credit Card",2023-12-25,133140,0,2704,218338,Current,Current,good,low,850,0.609788
517,57,96235,South,Savings,"Credit Card",2024-11-09,592356,0,17802,194878,Current,Current,good,low,530,3.03962
518,58,55054,South,Loan,Mortgage,2018-04-20,785690,70,10353,350362,Charged-off,60-90,bad,High,2925,2.24251
519,34,132868,South,"Credit Card","Credit Card",2020-12-28,145483,50,23401,207459,Delinquent,30-60,good,medium,1942,0.701261
520,57,67998,South,Savings,"Auto Loan",2023-05-30,384292,95,7847,177458,Charged-off,90+,bad,High,1059,2.16554
521,27,186245,West,"Credit Card","Credit Card",2020-03-15,668112,10,49321,63564,Delinquent,0-30,good,low,2230,10.5109
522,32,177174,South,Current,"Personal Loan",2018-05-11,480139,0,29741,46453,Current,Current,good,low,2904,10.336
523,48,53429,North,Current,"Personal Loan",2023-01-29,513854,95,20277,30957,Charged-off,90+,bad,High,1180,16.599
524,23,145769,West,"Credit Card","Personal Loan",2021-01-12,359140,50,37068,474313,Delinquent,30-60,good,medium,1927,0.757179
525,42,183991,North,Loan,"Credit Card",2023-07-23,606095,0,44766,340976,Current,Current,good,low,1005,1.77753
526,41,29683,North,Savings,"Credit Card",2017-09-23,550606,0,8595,268410,Current,Current,good,low,3134,2.05136
527,49,61920,East,Savings,"Credit Card",2020-06-05,382530,70,11039,490223,Charged-off,60-90,bad,High,2148,0.780318
528,40,125072,East,Loan,Mortgage,2022-10-16,59786,70,26533,495665,Charged-off,60-90,bad,High,1285,0.120618
529,23,35021,North,Loan,"Credit Card",2017-12-23,694406,50,8818,446091,Delinquent,30-60,good,medium,3043,1.55665
530,47,97813,South,Loan,"Credit Card",2020-03-24,437281,20,43699,306756,Delinquent,0-30,good,low,2221,1.4255
531,41,35363,West,Current,Mortgage,2017-04-02,321372,0,16454,223628,Current,Current,good,low,3308,1.43708
532,61,179654,North,Savings,Mortgage,2020-04-03,766385,35,19397,485943,Delinquent,30-60,good,medium,2211,1.57711
533,53,90644,West,Loan,"Personal Loan",2017-01-12,79404,0,37702,21980,Current,Current,good,low,3388,3.61256
534,50,103568,East,Loan,"Auto Loan",2021-03-19,123383,20,41651,118492,Delinquent,0-30,good,low,1861,1.04128
535,59,161031,West,Current,"Personal Loan",2019-09-27,788019,0,41986,22256,Current,Current,good,low,2400,35.407
536,61,192968,East,Loan,"Auto Loan",2020-03-13,479189,10,2564,110826,Delinquent,0-30,good,low,2232,4.3238
537,29,146421,East,"Credit Card","Auto Loan",2020-10-04,15386,35,37623,58611,Delinquent,30-60,good,medium,2027,0.26251
538,58,86579,East,Loan,"Personal Loan",2018-05-06,669003,70,39788,151602,Charged-off,60-90,bad,High,2909,4.41289
539,43,162836,South,Current,"Credit Card",2020-03-24,79397,10,7244,171381,Delinquent,0-30,good,low,2221,0.463278
540,43,197168,North,Current,"Personal Loan",2021-04-11,498814,0,47441,277080,Current,Current,good,low,1838,1.80025
541,21,69697,South,"Credit Card","Credit Card",2022-12-27,690733,0,5406,52192,Current,Current,good,low,1213,13.2345
542,41,33522,East,Savings,Mortgage,2022-02-14,280704,95,37103,78460,Charged-off,90+,bad,High,1529,3.57767
543,52,74348,East,Savings,"Auto Loan",2019-10-15,656241,0,9224,403089,Current,Current,good,low,2382,1.62803
544,46,175752,West,Savings,"Credit Card",2022-08-26,383098,0,44466,58595,Current,Current,good,low,1336,6.53807
545,53,57232,North,Loan,"Auto Loan",2017-02-26,665402,35,38441,392977,Delinquent,30-60,good,medium,3343,1.69323
546,29,106315,South,Savings,"Auto Loan",2021-11-12,380622,0,9590,64949,Current,Current,good,low,1623,5.86032
547,37,111775,North,Savings,Mortgage,2022-12-23,656111,35,49071,322931,Delinquent,30-60,good,medium,1217,2.03174
548,26,74992,West,"Credit Card","Credit Card",2022-03-07,107438,50,21471,182944,Delinquent,30-60,good,medium,1508,0.587273
549,27,75329,East,"Credit Card","Personal Loan",2024-07-19,738384,120,2883,283446,Charged-off,90+,bad,High,643,2.60503
550,27,34135,North,Current,Mortgage,2019-10-20,114384,10,32473,417991,Delinquent,0-30,good,low,2377,0.273652
551,57,167710,East,"Credit Card","Credit Card",2021-08-23,151961,0,12310,398248,Current,Current,good,low,1704,0.381574
552,25,177766,North,Current,"Personal Loan",2021-07-01,565680,50,37371,399261,Delinquent,30-60,good,medium,1757,1.41682
553,53,25851,West,Loan,"Credit Card",2018-09-24,206100,50,41358,302054,Delinquent,30-60,good,medium,2768,0.682328
554,30,55427,North,"Credit Card","Auto Loan",2024-04-18,207380,95,28337,421877,Charged-off,90+,bad,High,735,0.491565
555,37,160672,West,Current,Mortgage,2020-01-12,29889,0,3882,131294,Current,Current,good,low,2293,0.227649
556,60,133247,North,Current,Mortgage,2017-09-25,352255,10,27690,361867,Delinquent,0-30,good,low,3132,0.973438
557,48,104232,East,Current,"Personal Loan",2017-05-14,225205,35,38794,97892,Delinquent,30-60,good,medium,3266,2.30055
558,42,136320,North,Current,Mortgage,2018-09-08,688447,120,19682,393783,Charged-off,90+,bad,High,2784,1.74829
559,41,59489,North,Savings,"Credit Card",2019-06-07,34914,50,38901,211912,Delinquent,30-60,good,medium,2512,0.164757
560,52,166037,South,Savings,"Auto Loan",2020-06-27,134963,120,24546,476879,Charged-off,90+,bad,High,2126,0.283013
561,52,74802,West,"Credit Card","Credit Card",2022-03-22,380955,70,47889,242285,Charged-off,60-90,bad,High,1493,1.57234
562,56,55276,East,Current,"Auto Loan",2023-06-06,632103,0,41553,282615,Current,Current,good,low,1052,2.23662
563,51,31477,South,Savings,"Personal Loan",2017-10-20,468999,70,19202,309115,Charged-off,60-90,bad,High,3107,1.51723
564,26,165625,North,Savings,"Personal Loan",2023-02-14,59386,20,41458,392806,Delinquent,0-30,good,low,1164,0.151184
565,41,162044,East,Loan,Mortgage,2021-09-13,771716,0,30823,291761,Current,Current,good,low,1683,2.64503
566,55,42852,North,Savings,Mortgage,2019-11-22,115127,0,39458,183956,Current,Current,good,low,2344,0.62584
567,34,50060,North,Current,Mortgage,2019-06-17,615249,0,21006,338308,Current,Current,good,low,2502,1.81861
568,43,188949,West,"Credit Card","Auto Loan",2024-11-22,291458,0,1807,200976,Current,Current,good,low,517,1.45021
569,62,158424,East,Savings,"Personal Loan",2023-04-14,205346,10,47855,455690,Delinquent,0-30,good,low,1105,0.450627
570,44,78430,North,Savings,"Personal Loan",2020-07-26,234569,95,2170,217460,Charged-off,90+,bad,High,2097,1.07868
571,50,56038,North,Savings,"Credit Card",2017-07-23,185090,35,19727,190117,Delinquent,30-60,good,medium,3196,0.973558
572,30,77676,East,Savings,Mortgage,2020-04-28,159878,10,47005,154421,Delinquent,0-30,good,low,2186,1.03534
573,25,132554,South,Loan,"Auto Loan",2021-04-01,90006,10,45086,171759,Delinquent,0-30,good,low,1848,0.524025
574,62,54066,West,Loan,"Auto Loan",2021-02-27,18560,0,46267,105871,Current,Current,good,low,1881,0.175308
575,50,28715,South,Savings,"Auto Loan",2017-02-06,645136,50,40177,457766,Delinquent,30-60,good,medium,3363,1.40931
576,27,54511,West,Current,Mortgage,2022-10-16,470487,0,12434,233359,Current,Current,good,low,1285,2.01615
577,26,195546,East,Current,"Personal Loan",2022-06-23,191947,50,34969,161856,Delinquent,30-60,good,medium,1400,1.18591
578,28,89612,North,Loan,Mortgage,2017-11-20,299925,0,10768,428167,Current,Current,good,low,3076,0.700486
579,46,190055,South,"Credit Card","Credit Card",2017-07-11,263608,50,26366,209984,Delinquent,30-60,good,medium,3208,1.25537
580,38,124035,West,Loan,Mortgage,2020-06-30,714102,50,45406,132988,Delinquent,30-60,good,medium,2123,5.36967
581,56,107293,East,Current,Mortgage,2021-01-12,787534,0,9637,178208,Current,Current,good,low,1927,4.41918
582,46,85493,West,Savings,Mortgage,2018-04-07,49357,70,18797,221880,Charged-off,60-90,bad,High,2938,0.222449
583,56,187716,East,"Credit Card",Mortgage,2023-08-24,393308,0,8364,459209,Current,Current,good,low,973,0.85649
584,61,113787,South,Savings,"Personal Loan",2018-05-25,128708,70,21105,302502,Charged-off,60-90,bad,High,2890,0.425478
585,24,37133,East,Savings,"Auto Loan",2023-04-26,402013,0,33298,390524,Current,Current,good,low,1093,1.02942
586,33,119060,West,"Credit Card",Mortgage,2021-02-24,518710,120,18753,145791,Charged-off,90+,bad,High,1884,3.5579
587,44,148525,North,Current,"Personal Loan",2021-08-29,562770,10,28993,131005,Delinquent,0-30,good,low,1698,4.29579
588,51,44979,South,Current,Mortgage,2018-07-09,562486,120,38632,459366,Charged-off,90+,bad,High,2845,1.22448
589,42,52137,East,"Credit Card","Credit Card",2024-12-29,171369,0,5444,495547,Current,Current,good,low,480,0.345818
590,60,48847,West,"Credit Card","Personal Loan",2023-03-03,543937,0,44873,262054,Current,Current,good,low,1147,2.07567
591,38,147286,East,"Credit Card","Personal Loan",2024-02-09,687696,10,28288,131589,Delinquent,0-30,good,low,804,5.22609
592,54,84283,East,"Credit Card","Personal Loan",2018-06-30,309216,0,19998,311442,Current,Current,good,low,2854,0.992853
593,43,181350,West,Loan,"Credit Card",2020-09-22,667977,95,1207,86883,Charged-off,90+,bad,High,2039,7.68824
594,59,126103,South,Current,Mortgage,2020-07-08,230160,35,8679,99160,Delinquent,30-60,good,medium,2115,2.3211
595,57,115619,West,Current,"Personal Loan",2025-01-03,164588,50,7356,377010,Delinquent,30-60,good,medium,475,0.436561
596,21,182071,East,Savings,"Auto Loan",2018-11-16,391427,10,1442,468398,Delinquent,0-30,good,low,2715,0.835672
597,62,71877,North,Savings,"Credit Card",2019-03-30,190119,70,19523,67709,Charged-off,60-90,bad,High,2581,2.80788
598,40,35259,South,"Credit Card","Personal Loan",2022-04-21,417574,10,9969,160012,Delinquent,0-30,good,low,1463,2.60964
599,45,170748,South,Current,"Auto Loan",2023-08-17,511718,20,11482,124337,Delinquent,0-30,good,low,980,4.11557
600,26,53741,North,"Credit Card","Auto Loan",2019-09-08,373957,20,29628,325678,Delinquent,0-30,good,low,2419,1.14824
601,50,114480,North,Current,"Credit Card",2019-03-30,390123,0,46084,214942,Current,Current,good,low,2581,1.81502
602,40,152874,South,"Credit Card","Personal Loan",2024-01-21,48743,70,34050,186394,Charged-off,60-90,bad,High,823,0.261505
603,29,194875,North,"Credit Card","Credit Card",2024-01-25,267202,0,3331,106067,Current,Current,good,low,819,2.51918
604,38,25751,East,Savings,"Auto Loan",2018-11-12,367788,35,4001,256715,Delinquent,30-60,good,medium,2719,1.43267
605,60,106469,West,Loan,"Auto Loan",2018-08-07,139408,35,45057,298523,Delinquent,30-60,good,medium,2816,0.466992
606,23,43400,South,Savings,"Credit Card",2017-03-22,9768,0,9182,106434,Current,Current,good,low,3319,0.0917752
607,56,145313,North,Loan,"Auto Loan",2021-04-29,752492,50,48618,475850,Delinquent,30-60,good,medium,1820,1.58136
608,26,104760,South,Loan,Mortgage,2020-02-29,174187,70,47883,288794,Charged-off,60-90,bad,High,2245,0.603153
609,64,127120,South,Savings,"Personal Loan",2022-05-18,269693,0,46631,246687,Current,Current,good,low,1436,1.09326
610,58,170422,North,Current,"Credit Card",2018-08-06,479435,70,41790,206005,Charged-off,60-90,bad,High,2817,2.3273
611,21,187834,South,"Credit Card","Auto Loan",2023-10-13,537333,35,11550,47887,Delinquent,30-60,good,medium,923,11.2209
612,39,75865,North,"Credit Card","Auto Loan",2023-01-17,365378,50,20460,416773,Delinquent,30-60,good,medium,1192,0.876683
613,58,123283,West,Loan,Mortgage,2020-10-26,95819,0,8815,423970,Current,Current,good,low,2005,0.226004
614,48,163519,East,Current,"Credit Card",2022-01-31,575996,0,4796,112424,Current,Current,good,low,1543,5.12343
615,29,39667,West,Savings,"Personal Loan",2022-07-21,358014,50,44450,171756,Delinquent,30-60,good,medium,1372,2.08443
616,30,79666,South,Loan,"Credit Card",2022-07-06,266791,0,28046,259435,Current,Current,good,low,1387,1.02835
617,44,64677,North,Savings,Mortgage,2019-05-22,517523,0,3989,166024,Current,Current,good,low,2528,3.11716
618,46,119056,South,Savings,"Auto Loan",2019-07-11,575173,0,18166,161638,Current,Current,good,low,2478,3.5584
619,28,67761,East,Loan,"Personal Loan",2017-11-26,447257,35,25543,296744,Delinquent,30-60,good,medium,3070,1.50722
620,25,185727,West,Current,"Personal Loan",2023-02-25,777158,70,33379,414670,Charged-off,60-90,bad,High,1153,1.87416
621,33,135666,South,"Credit Card","Personal Loan",2018-02-09,130398,0,1763,106812,Current,Current,good,low,2995,1.22082
622,42,69320,West,Current,Mortgage,2021-12-07,567798,0,40440,162655,Current,Current,good,low,1598,3.49081
623,54,101940,South,Savings,"Personal Loan",2021-01-15,116503,0,3604,305476,Current,Current,good,low,1924,0.381382
624,45,193644,North,"Credit Card","Credit Card",2022-03-07,54522,20,11646,233710,Delinquent,0-30,good,low,1508,0.233289
625,43,59467,East,Savings,"Auto Loan",2019-12-05,41572,20,7414,127414,Delinquent,0-30,good,low,2331,0.326275
626,61,198561,West,"Credit Card","Credit Card",2017-08-24,130524,20,26134,479256,Delinquent,0-30,good,low,3164,0.272347
627,41,41501,East,"Credit Card","Auto Loan",2020-03-23,132752,95,41629,118715,Charged-off,90+,bad,High,2222,1.11824
628,23,169309,South,Savings,"Personal Loan",2022-06-05,363327,0,24270,481877,Current,Current,good,low,1418,0.753983
629,28,47205,North,Savings,"Credit Card",2024-01-20,133956,0,13219,235671,Current,Current,good,low,824,0.568403
630,59,162012,North,Savings,"Personal Loan",2018-10-20,536865,0,21958,486589,Current,Current,good,low,2742,1.10332
631,59,148366,South,Savings,"Personal Loan",2019-11-15,382609,35,23227,429809,Delinquent,30-60,good,medium,2351,0.890184
632,42,87685,North,Current,Mortgage,2019-04-08,689716,10,28500,308506,Delinquent,0-30,good,low,2572,2.23566
633,31,87493,South,Savings,Mortgage,2017-10-11,365654,0,25998,138557,Current,Current,good,low,3116,2.63901
634,43,99963,East,"Credit Card",Mortgage,2023-10-31,667848,120,9070,54511,Charged-off,90+,bad,High,905,12.2516
635,36,75173,South,Loan,"Credit Card",2020-02-16,695128,35,11152,422062,Delinquent,30-60,good,medium,2258,1.64698
636,48,88661,South,Current,"Credit Card",2020-08-16,695111,50,27444,312698,Delinquent,30-60,good,medium,2076,2.22295
637,55,104234,North,Current,"Credit Card",2020-05-27,608282,70,11787,238398,Charged-off,60-90,bad,High,2157,2.55154
638,62,144649,West,Current,Mortgage,2021-11-18,592398,0,48084,346300,Current,Current,good,low,1617,1.71065
639,49,136881,South,Loan,"Auto Loan",2021-08-06,456031,70,44740,48854,Charged-off,60-90,bad,High,1721,9.33457
640,58,71756,West,Loan,"Credit Card",2023-10-27,147719,0,21914,183784,Current,Current,good,low,909,0.803764
641,26,187128,East,Current,Mortgage,2017-09-09,724825,20,40686,322973,Delinquent,0-30,good,low,3148,2.24423
642,34,51795,North,Current,"Credit Card",2021-09-11,196854,20,29081,120880,Delinquent,0-30,good,low,1685,1.62851
643,49,101827,East,Current,"Credit Card",2018-06-28,90831,50,23074,375460,Delinquent,30-60,good,medium,2856,0.241919
644,48,90366,East,"Credit Card","Personal Loan",2021-02-15,641255,70,10504,428292,Charged-off,60-90,bad,High,1893,1.49724
645,30,47156,West,Loan,"Credit Card",2024-07-24,515174,120,18638,296710,Charged-off,90+,bad,High,638,1.73629
646,24,164480,East,"Credit Card","Personal Loan",2020-04-02,364030,50,21635,101272,Delinquent,30-60,good,medium,2212,3.59458
647,44,37138,North,"Credit Card",Mortgage,2018-04-06,683165,0,24827,491296,Current,Current,good,low,2939,1.39054
648,22,101433,East,Savings,"Auto Loan",2020-02-23,5398,70,35589,93447,Charged-off,60-90,bad,High,2251,0.0577654
649,49,121833,West,Savings,"Credit Card",2020-04-02,675700,0,34464,223388,Current,Current,good,low,2212,3.02478
650,45,168428,East,Loan,"Auto Loan",2024-04-02,414654,70,48488,221354,Charged-off,60-90,bad,High,751,1.87326
651,51,166561,South,Loan,"Credit Card",2019-12-01,438890,0,4791,29265,Current,Current,good,low,2335,14.9971
652,35,141399,West,Current,"Auto Loan",2023-09-06,44380,70,44539,23045,Charged-off,60-90,bad,High,960,1.9258
653,58,71865,West,Loan,Mortgage,2023-01-25,305217,0,9870,319226,Current,Current,good,low,1184,0.956116
654,53,116119,South,Savings,Mortgage,2023-06-18,143705,50,12599,352191,Delinquent,30-60,good,medium,1040,0.408031
655,28,80467,South,"Credit Card","Credit Card",2020-07-08,362278,20,19549,450532,Delinquent,0-30,good,low,2115,0.804112
656,60,109516,West,Current,Mortgage,2021-12-31,140401,35,15219,156821,Delinquent,30-60,good,medium,1574,0.895295
657,36,146466,West,Savings,Mortgage,2018-12-22,717075,50,10538,254295,Delinquent,30-60,good,medium,2679,2.81985
658,58,77538,North,Current,"Personal Loan",2023-04-11,486148,10,17135,313444,Delinquent,0-30,good,low,1108,1.55099
659,64,154643,South,"Credit Card","Personal Loan",2018-06-22,388455,0,1110,251322,Current,Current,good,low,2862,1.54565
660,61,105502,North,Loan,"Auto Loan",2018-07-26,781304,70,4404,301788,Charged-off,60-90,bad,High,2828,2.58892
661,54,198814,East,Loan,"Auto Loan",2023-10-06,412392,35,28717,40990,Delinquent,30-60,good,medium,930,10.0608
662,26,70104,North,Current,Mortgage,2020-09-09,552127,120,5109,336953,Charged-off,90+,bad,High,2052,1.63859
663,59,74058,North,Savings,"Credit Card",2023-08-14,623302,0,36403,190556,Current,Current,good,low,983,3.27096
664,60,129152,South,"Credit Card","Credit Card",2017-12-26,623840,0,18560,344062,Current,Current,good,low,3040,1.81316
665,43,106015,South,Current,Mortgage,2025-01-05,794772,0,4960,150630,Current,Current,good,low,473,5.27632
666,41,61589,East,Current,"Auto Loan",2025-02-06,632100,0,2237,137604,Current,Current,good,low,441,4.59362
667,55,61544,East,Loan,Mortgage,2021-01-01,593259,0,10801,109001,Current,Current,good,low,1938,5.44269
668,49,59507,West,Current,"Personal Loan",2024-05-14,707762,35,14381,416528,Delinquent,30-60,good,medium,709,1.69919
669,55,25435,South,Loan,"Credit Card",2022-01-19,9430,0,10749,105591,Current,Current,good,low,1555,0.0893069
670,22,189332,West,"Credit Card","Credit Card",2021-11-28,445220,35,36847,251789,Delinquent,30-60,good,medium,1607,1.76823
671,53,158188,North,Savings,"Auto Loan",2017-03-18,189651,10,32523,491512,Delinquent,0-30,good,low,3323,0.385852
672,46,38422,North,"Credit Card","Credit Card",2017-08-18,311122,10,36110,185008,Delinquent,0-30,good,low,3170,1.68167
673,64,89599,North,Loan,"Auto Loan",2019-12-08,313789,0,11461,47865,Current,Current,good,low,2328,6.55571
674,52,76220,South,Current,"Personal Loan",2017-07-01,141846,50,35673,69200,Delinquent,30-60,good,medium,3218,2.0498
675,38,47935,North,Savings,Mortgage,2019-03-23,456492,50,12075,336765,Delinquent,30-60,good,medium,2588,1.35552
676,54,142331,North,Savings,"Auto Loan",2017-03-06,653769,0,23238,168185,Current,Current,good,low,3335,3.8872
677,50,59127,South,"Credit Card",Mortgage,2024-10-25,129676,70,39685,159918,Charged-off,60-90,bad,High,545,0.810891
678,64,109427,South,Savings,"Credit Card",2023-07-10,32591,120,6706,88800,Charged-off,90+,bad,High,1018,0.367016
679,43,118273,East,Loan,"Personal Loan",2020-12-06,86055,0,10131,278688,Current,Current,good,low,1964,0.308786
680,40,104109,East,Loan,"Credit Card",2023-01-03,286024,50,32732,316183,Delinquent,30-60,good,medium,1206,0.904615
681,43,167659,South,Loan,Mortgage,2021-05-08,345557,120,27231,189423,Charged-off,90+,bad,High,1811,1.82426
682,60,159131,West,Current,"Auto Loan",2018-05-09,365031,0,34616,369229,Current,Current,good,low,2906,0.98863
683,28,148242,East,Savings,"Personal Loan",2021-02-12,47831,120,45365,254078,Charged-off,90+,bad,High,1896,0.188253
684,34,87873,South,Savings,Mortgage,2022-04-28,293768,95,29577,292708,Charged-off,90+,bad,High,1456,1.00362
685,43,161286,South,Savings,"Personal Loan",2019-10-24,18483,50,28147,405769,Delinquent,30-60,good,medium,2373,0.0455505
686,34,74425,North,Loan,"Personal Loan",2022-02-11,323962,20,26626,139689,Delinquent,0-30,good,low,1532,2.31917
687,22,46409,East,Savings,"Auto Loan",2022-11-28,371415,0,26819,79411,Current,Current,good,low,1242,4.67712
688,24,37198,North,Savings,"Credit Card",2024-11-06,411279,35,24646,231376,Delinquent,30-60,good,medium,533,1.77754
689,44,110008,East,Current,"Credit Card",2020-01-08,500049,20,2990,474960,Delinquent,0-30,good,low,2297,1.05282
690,56,102055,North,Current,"Credit Card",2024-02-17,188641,0,49736,471280,Current,Current,good,low,796,0.400274
691,29,115239,West,Loan,"Credit Card",2023-06-10,459562,95,10518,423921,Charged-off,90+,bad,High,1048,1.08407
692,36,151126,West,Savings,Mortgage,2019-05-20,256689,10,22283,225673,Delinquent,0-30,good,low,2530,1.13744
693,52,157272,West,Savings,Mortgage,2017-05-14,74764,0,7203,69624,Current,Current,good,low,3266,1.07383
694,52,85409,West,Savings,"Personal Loan",2024-01-06,747818,50,26290,498150,Delinquent,30-60,good,medium,838,1.50119
695,47,154399,East,Loan,Mortgage,2021-09-11,719129,0,36501,25329,Current,Current,good,low,1685,28.3915
696,35,196144,South,"Credit Card","Personal Loan",2019-10-13,269774,0,39033,308724,Current,Current,good,low,2384,0.873836
697,24,151442,South,"Credit Card","Personal Loan",2021-06-28,312772,0,37730,284352,Current,Current,good,low,1760,1.09995
698,56,197102,South,Current,"Auto Loan",2018-10-20,479159,120,8820,254371,Charged-off,90+,bad,High,2742,1.8837
699,45,187241,East,"Credit Card","Credit Card",2018-05-02,191064,0,39289,302095,Current,Current,good,low,2913,0.632463
700,35,48670,South,Savings,"Personal Loan",2017-07-14,189890,20,4383,440914,Delinquent,0-30,good,low,3205,0.430674
701,32,58236,West,Savings,"Auto Loan",2024-06-24,185350,50,5051,356445,Delinquent,30-60,good,medium,668,0.519996
702,27,126864,West,Savings,Mortgage,2021-04-21,483234,70,36585,240349,Charged-off,60-90,bad,High,1828,2.01055
703,56,129011,East,Current,"Credit Card",2018-11-04,374463,20,29154,266818,Delinquent,0-30,good,low,2727,1.40344
