customer_id,age,income,region,account_type,loan_type,account_open_date,balance,days_past_due,monthly_payment,credit_limit,status,bucket
603,29,194875,North,Credit Card,Credit Card,2024-01-25,267202,0,3331,106067,Current,Current
604,38,25751,East,Savings,Auto Loan,2018-11-12,367788,35,4001,256715,Delinquent,30-60
605,60,106469,West,Loan,Auto Loan,2018-08-07,139408,35,45057,298523,Delinquent,30-60
606,23,43400,South,Savings,Credit Card,2017-03-22,9768,0,9182,106434,Current,Current
607,56,145313,North,Loan,Auto Loan,2021-04-29,752492,50,48618,475850,Delinquent,30-60
608,26,104760,South,Loan,Mortgage,2020-02-29,174187,70,47883,288794,Charged-off,60-90
609,64,127120,South,Savings,Personal Loan,2022-05-18,269693,0,46631,246687,Current,Current
610,58,170422,North,Current,Credit Card,2018-08-06,479435,70,41790,206005,Charged-off,60-90
611,21,187834,South,Credit Card,Auto Loan,2023-10-13,537333,35,11550,47887,Delinquent,30-60
612,39,75865,North,Credit Card,Auto Loan,2023-01-17,365378,50,20460,416773,Delinquent,30-60
613,58,123283,West,Loan,Mortgage,2020-10-26,95819,0,8815,423970,Current,Current
614,48,163519,East,Current,Credit Card,2022-01-31,575996,0,4796,112424,Current,Current
615,29,39667,West,Savings,Personal Loan,2022-07-21,358014,50,44450,171756,Delinquent,30-60
616,30,79666,South,Loan,Credit Card,2022-07-06,266791,0,28046,259435,Current,Current
617,44,64677,North,Savings,Mortgage,2019-05-22,517523,0,3989,166024,Current,Current
618,46,119056,South,Savings,Auto Loan,2019-07-11,575173,0,18166,161638,Current,Current
619,28,67761,East,Loan,Personal Loan,2017-11-26,447257,35,25543,296744,Delinquent,30-60
620,25,185727,West,Current,Personal Loan,2023-02-25,777158,70,33379,414670,Charged-off,60-90
621,33,135666,South,Credit Card,Personal Loan,2018-02-09,130398,0,1763,106812,Current,Current
622,42,69320,West,Current,Mortgage,2021-12-07,567798,0,40440,162655,Current,Current
623,54,101940,South,Savings,Personal Loan,2021-01-15,116503,0,3604,305476,Current,Current
624,45,193644,North,Credit Card,Credit Card,2022-03-07,54522,20,11646,233710,Delinquent,0-30
625,43,59467,East,Savings,Auto Loan,2019-12-05,41572,20,7414,127414,Delinquent,0-30
626,61,198561,West,Credit Card,Credit Card,2017-08-24,130524,20,26134,479256,Delinquent,0-30
627,41,41501,East,Credit Card,Auto Loan,2020-03-23,132752,95,41629,118715,Charged-off,90+
628,23,169309,South,Savings,Personal Loan,2022-06-05,363327,0,24270,481877,Current,Current
629,28,47205,North,Savings,Credit Card,2024-01-20,133956,0,13219,235671,Current,Current
630,59,162012,North,Savings,Personal Loan,2018-10-20,536865,0,21958,486589,Current,Current
631,59,148366,South,Savings,Personal Loan,2019-11-15,382609,35,23227,429809,Delinquent,30-60
632,42,87685,North,Current,Mortgage,2019-04-08,689716,10,28500,308506,Delinquent,0-30
633,31,87493,South,Savings,Mortgage,2017-10-11,365654,0,25998,138557,Current,Current
634,43,99963,East,Credit Card,Mortgage,2023-10-31,667848,120,9070,54511,Charged-off,90+
635,36,75173,South,Loan,Credit Card,2020-02-16,695128,35,11152,422062,Delinquent,30-60
636,48,88661,South,Current,Credit Card,2020-08-16,695111,50,27444,312698,Delinquent,30-60
637,55,104234,North,Current,Credit Card,2020-05-27,608282,70,11787,238398,Charged-off,60-90
638,62,144649,West,Current,Mortgage,2021-11-18,592398,0,48084,346300,Current,Current
639,49,136881,South,Loan,Auto Loan,2021-08-06,456031,70,44740,48854,Charged-off,60-90
640,58,71756,West,Loan,Credit Card,2023-10-27,147719,0,21914,183784,Current,Current
641,26,187128,East,Current,Mortgage,2017-09-09,724825,20,40686,322973,Delinquent,0-30
642,34,51795,North,Current,Credit Card,2021-09-11,196854,20,29081,120880,Delinquent,0-30
643,49,101827,East,Current,Credit Card,2018-06-28,90831,50,23074,375460,Delinquent,30-60
644,48,90366,East,Credit Card,Personal Loan,2021-02-15,641255,70,10504,428292,Charged-off,60-90
645,30,47156,West,Loan,Credit Card,2024-07-24,515174,120,18638,296710,Charged-off,90+
646,24,164480,East,Credit Card,Personal Loan,2020-04-02,364030,50,21635,101272,Delinquent,30-60
647,44,37138,North,Credit Card,Mortgage,2018-04-06,683165,0,24827,491296,Current,Current
648,22,101433,East,Savings,Auto Loan,2020-02-23,5398,70,35589,93447,Charged-off,60-90
649,49,121833,West,Savings,Credit Card,2020-04-02,675700,0,34464,223388,Current,Current
650,45,168428,East,Loan,Auto Loan,2024-04-02,414654,70,48488,221354,Charged-off,60-90
651,51,166561,South,Loan,Credit Card,2019-12-01,438890,0,4791,29265,Current,Current
652,35,141399,West,Current,Auto Loan,2023-09-06,44380,70,44539,23045,Charged-off,60-90
653,58,71865,West,Loan,Mortgage,2023-01-25,305217,0,9870,319226,Current,Current
654,53,116119,South,Savings,Mortgage,2023-06-18,143705,50,12599,352191,Delinquent,30-60
655,28,80467,South,Credit Card,Credit Card,2020-07-08,362278,20,19549,450532,Delinquent,0-30
656,60,109516,West,Current,Mortgage,2021-12-31,140401,35,15219,156821,Delinquent,30-60
657,36,146466,West,Savings,Mortgage,2018-12-22,717075,50,10538,254295,Delinquent,30-60
658,58,77538,North,Current,Personal Loan,2023-04-11,486148,10,17135,313444,Delinquent,0-30
659,64,154643,South,Credit Card,Personal Loan,2018-06-22,388455,0,1110,251322,Current,Current
660,61,105502,North,Loan,Auto Loan,2018-07-26,781304,70,4404,301788,Charged-off,60-90
661,54,198814,East,Loan,Auto Loan,2023-10-06,412392,35,28717,40990,Delinquent,30-60
662,26,70104,North,Current,Mortgage,2020-09-09,552127,120,5109,336953,Charged-off,90+
663,59,74058,North,Savings,Credit Card,2023-08-14,623302,0,36403,190556,Current,Current
664,60,129152,South,Credit Card,Credit Card,2017-12-26,623840,0,18560,344062,Current,Current
665,43,106015,South,Current,Mortgage,2025-01-05,794772,0,4960,150630,Current,Current
666,41,61589,East,Current,Auto Loan,2025-02-06,632100,0,2237,137604,Current,Current
667,55,61544,East,Loan,Mortgage,2021-01-01,593259,0,10801,109001,Current,Current
668,49,59507,West,Current,Personal Loan,2024-05-14,707762,35,14381,416528,Delinquent,30-60
669,55,25435,South,Loan,Credit Card,2022-01-19,9430,0,10749,105591,Current,Current
670,22,189332,West,Credit Card,Credit Card,2021-11-28,445220,35,36847,251789,Delinquent,30-60
671,53,158188,North,Savings,Auto Loan,2017-03-18,189651,10,32523,491512,Delinquent,0-30
672,46,38422,North,Credit Card,Credit Card,2017-08-18,311122,10,36110,185008,Delinquent,0-30
673,64,89599,North,Loan,Auto Loan,2019-12-08,313789,0,11461,47865,Current,Current
674,52,76220,South,Current,Personal Loan,2017-07-01,141846,50,35673,69200,Delinquent,30-60
675,38,47935,North,Savings,Mortgage,2019-03-23,456492,50,12075,336765,Delinquent,30-60
676,54,142331,North,Savings,Auto Loan,2017-03-06,653769,0,23238,168185,Current,Current
677,50,59127,South,Credit Card,Mortgage,2024-10-25,129676,70,39685,159918,Charged-off,60-90
678,64,109427,South,Savings,Credit Card,2023-07-10,32591,120,6706,88800,Charged-off,90+
679,43,118273,East,Loan,Personal Loan,2020-12-06,86055,0,10131,278688,Current,Current
680,40,104109,East,Loan,Credit Card,2023-01-03,286024,50,32732,316183,Delinquent,30-60
681,43,167659,South,Loan,Mortgage,2021-05-08,345557,120,27231,189423,Charged-off,90+
682,60,159131,West,Current,Auto Loan,2018-05-09,365031,0,34616,369229,Current,Current
683,28,148242,East,Savings,Personal Loan,2021-02-12,47831,120,45365,254078,Charged-off,90+
684,34,87873,South,Savings,Mortgage,2022-04-28,293768,95,29577,292708,Charged-off,90+
685,43,161286,South,Savings,Personal Loan,2019-10-24,18483,50,28147,405769,Delinquent,30-60
686,34,74425,North,Loan,Personal Loan,2022-02-11,323962,20,26626,139689,Delinquent,0-30
687,22,46409,East,Savings,Auto Loan,2022-11-28,371415,0,26819,79411,Current,Current
688,24,37198,North,Savings,Credit Card,2024-11-06,411279,35,24646,231376,Delinquent,30-60
689,44,110008,East,Current,Credit Card,2020-01-08,500049,20,2990,474960,Delinquent,0-30
690,56,102055,North,Current,Credit Card,2024-02-17,188641,0,49736,471280,Current,Current
691,29,115239,West,Loan,Credit Card,2023-06-10,459562,95,10518,423921,Charged-off,90+
692,36,151126,West,Savings,Mortgage,2019-05-20,256689,10,22283,225673,Delinquent,0-30
693,52,157272,West,Savings,Mortgage,2017-05-14,74764,0,7203,69624,Current,Current
694,52,85409,West,Savings,Personal Loan,2024-01-06,747818,50,26290,498150,Delinquent,30-60
695,47,154399,East,Loan,Mortgage,2021-09-11,719129,0,36501,25329,Current,Current
696,35,196144,South,Credit Card,Personal Loan,2019-10-13,269774,0,39033,308724,Current,Current
697,24,151442,South,Credit Card,Personal Loan,2021-06-28,312772,0,37730,284352,Current,Current
698,56,197102,South,Current,Auto Loan,2018-10-20,479159,120,8820,254371,Charged-off,90+
699,45,187241,East,Credit Card,Credit Card,2018-05-02,191064,0,39289,302095,Current,Current
700,35,48670,South,Savings,Personal Loan,2017-07-14,189890,20,4383,440914,Delinquent,0-30
701,32,58236,West,Savings,Auto Loan,2024-06-24,185350,50,5051,356445,Delinquent,30-60
702,27,126864,West,Savings,Mortgage,2021-04-21,483234,70,36585,240349,Charged-off,60-90
703,56,129011,East,Current,Credit Card,2018-11-04,374463,20,29154,266818,Delinquent,0-30
704,44,188113,West,Current,Mortgage,2021-02-17,450339,50,47879,322870,Delinquent,30-60
705,26,35115,East,Loan,Auto Loan,2017-09-01,594584,120,2540,457758,Charged-off,90+
706,61,193947,North,Current,Personal Loan,2020-03-16,678837,20,18472,442597,Delinquent,0-30
707,51,119134,South,Savings,Personal Loan,2018-06-28,292263,0,3951,161539,Current,Current
708,41,119331,West,Credit Card,Auto Loan,2024-08-26,202912,120,20180,105798,Charged-off,90+
709,31,176974,West,Loan,Credit Card,2022-07-08,117801,70,2032,425019,Charged-off,60-90
710,36,153516,East,Savings,Mortgage,2021-12-04,211720,0,9059,285466,Current,Current
711,34,66526,South,Credit Card,Credit Card,2017-05-23,577196,70,25674,247864,Charged-off,60-90
712,45,38209,West,Loan,Mortgage,2019-03-01,457796,50,42978,361454,Delinquent,30-60
713,34,77279,South,Current,Credit Card,2024-12-29,606950,35,45054,478315,Delinquent,30-60
714,58,38535,West,Current,Personal Loan,2022-07-19,625839,20,2742,103977,Delinquent,0-30
715,38,64864,South,Savings,Auto Loan,2023-10-03,322686,0,44760,480769,Current,Current
716,34,173621,East,Credit Card,Auto Loan,2019-05-31,613432,50,38354,255745,Delinquent,30-60
717,44,71161,South,Loan,Credit Card,2017-06-01,401754,0,34905,403251,Current,Current
718,28,143655,West,Credit Card,Auto Loan,2017-02-06,279530,50,24391,390308,Delinquent,30-60
719,45,118422,West,Credit Card,Personal Loan,2019-01-14,644995,50,9926,450987,Delinquent,30-60
720,54,107421,North,Credit Card,Mortgage,2024-09-30,648774,10,15113,352895,Delinquent,0-30
721,64,42838,South,Loan,Personal Loan,2018-02-15,618497,0,11478,130411,Current,Current
722,48,119391,West,Loan,Mortgage,2022-01-11,205444,10,16838,272040,Delinquent,0-30
723,44,92696,South,Savings,Auto Loan,2017-03-04,674384,0,20580,250191,Current,Current
724,38,127545,South,Credit Card,Auto Loan,2019-08-18,618011,0,15547,251226,Current,Current
725,54,126133,South,Loan,Mortgage,2022-07-21,28689,0,49392,279671,Current,Current
726,62,53959,West,Loan,Credit Card,2018-02-23,147336,10,1975,153206,Delinquent,0-30
727,23,139244,South,Current,Auto Loan,2017-02-09,529109,0,24705,97355,Current,Current
728,32,80489,West,Credit Card,Personal Loan,2018-12-06,585787,0,4149,172657,Current,Current
729,56,152327,North,Loan,Personal Loan,2021-02-05,428006,35,18983,310223,Delinquent,30-60
730,25,106665,South,Credit Card,Credit Card,2018-07-20,199877,50,17957,457782,Delinquent,30-60
731,39,150032,North,Credit Card,Credit Card,2021-10-05,655993,0,4736,339295,Current,Current
732,32,143015,North,Loan,Auto Loan,2021-03-18,258661,35,49345,315725,Delinquent,30-60
733,47,114647,West,Loan,Credit Card,2021-09-14,700856,0,15356,67402,Current,Current
734,37,70286,North,Current,Personal Loan,2023-12-28,482254,10,25565,454071,Delinquent,0-30
735,63,176271,West,Loan,Personal Loan,2024-06-04,731914,0,25522,463683,Current,Current
736,48,106498,West,Savings,Auto Loan,2021-04-15,367142,0,42105,357925,Current,Current
737,60,120067,East,Current,Personal Loan,2022-04-08,663132,50,3101,144217,Delinquent,30-60
738,42,57541,South,Savings,Personal Loan,2024-04-19,211214,0,5664,131936,Current,Current
739,30,166441,East,Loan,Personal Loan,2023-01-03,72860,0,23455,336826,Current,Current
740,61,80133,East,Loan,Mortgage,2019-10-30,700439,10,3959,411252,Delinquent,0-30
741,26,59498,North,Loan,Personal Loan,2024-10-30,159597,70,17501,196334,Charged-off,60-90
742,37,142046,South,Current,Personal Loan,2021-06-24,88689,20,2976,195853,Delinquent,0-30
743,32,75445,West,Loan,Auto Loan,2020-05-01,226697,0,35971,105838,Current,Current
744,26,187543,North,Savings,Credit Card,2020-12-04,366567,0,44506,124486,Current,Current
745,63,65066,North,Credit Card,Auto Loan,2018-05-15,324371,0,21269,176338,Current,Current
746,42,101075,East,Loan,Auto Loan,2018-04-26,751470,0,4357,320726,Current,Current
747,36,36183,East,Credit Card,Auto Loan,2020-03-03,37065,70,44509,475797,Charged-off,60-90
748,24,154570,East,Savings,Auto Loan,2022-10-18,467189,20,46650,322567,Delinquent,0-30
749,45,42508,West,Current,Credit Card,2020-01-01,403734,95,8628,236793,Charged-off,90+
750,53,189413,West,Current,Auto Loan,2021-10-30,206264,35,33358,41158,Delinquent,30-60
751,21,169608,East,Current,Auto Loan,2018-08-23,123981,0,25625,244276,Current,Current
752,35,119191,West,Loan,Auto Loan,2020-04-27,462474,70,42496,162039,Charged-off,60-90
753,37,172926,West,Credit Card,Personal Loan,2022-04-05,751610,0,3157,202147,Current,Current
754,63,168414,West,Loan,Personal Loan,2017-07-11,241918,35,6763,35706,Delinquent,30-60
755,39,178819,North,Current,Personal Loan,2024-07-31,661773,0,47596,476164,Current,Current
756,39,106424,North,Current,Personal Loan,2021-11-28,781329,50,15793,152168,Delinquent,30-60
757,40,109171,North,Current,Mortgage,2017-07-12,762111,0,28536,476648,Current,Current
758,21,139105,South,Loan,Personal Loan,2021-06-14,246770,50,8002,84312,Delinquent,30-60
759,43,151847,West,Current,Mortgage,2024-11-20,726961,70,25477,459775,Charged-off,60-90
760,36,172199,North,Credit Card,Mortgage,2022-04-09,667664,0,33036,35463,Current,Current
761,44,60400,West,Savings,Personal Loan,2020-04-12,215006,0,47974,317553,Current,Current
762,40,116210,West,Current,Auto Loan,2018-02-18,784277,35,45335,300739,Delinquent,30-60
763,35,48837,West,Savings,Personal Loan,2019-04-17,569502,35,11619,350493,Delinquent,30-60
764,44,142777,West,Current,Mortgage,2018-08-25,311739,0,12184,415342,Current,Current
765,57,42913,North,Credit Card,Mortgage,2022-04-08,8630,20,19101,356104,Delinquent,0-30
766,61,86695,North,Savings,Mortgage,2023-02-12,102732,70,17628,313231,Charged-off,60-90
767,53,116492,North,Current,Personal Loan,2022-02-11,730326,20,40783,275521,Delinquent,0-30
768,52,74293,East,Current,Personal Loan,2021-10-29,442047,0,39743,320368,Current,Current
769,51,140904,East,Current,Credit Card,2025-02-08,99459,70,34238,231644,Charged-off,60-90
770,35,171314,East,Loan,Mortgage,2017-12-04,11801,0,19017,105974,Current,Current
771,21,164182,East,Loan,Personal Loan,2021-10-04,190293,20,25892,393123,Delinquent,0-30
772,32,78339,West,Loan,Credit Card,2021-06-23,410016,70,32993,90494,Charged-off,60-90
773,55,64712,West,Savings,Mortgage,2019-08-25,602592,70,15104,237495,Charged-off,60-90
774,57,169548,West,Current,Mortgage,2019-03-01,425584,0,13058,23901,Current,Current
775,50,67736,West,Current,Personal Loan,2024-10-12,393665,20,7855,325423,Delinquent,0-30
776,46,174908,North,Savings,Mortgage,2025-01-29,621212,20,27096,328089,Delinquent,0-30
777,31,124021,West,Loan,Auto Loan,2018-02-02,718926,10,47550,358116,Delinquent,0-30
778,52,179703,East,Savings,Mortgage,2022-09-15,283353,120,36112,92185,Charged-off,90+
779,22,165200,North,Credit Card,Personal Loan,2018-04-21,543020,0,12175,453012,Current,Current
780,30,41680,North,Loan,Personal Loan,2021-12-18,512611,0,39158,217248,Current,Current
781,42,97174,East,Loan,Auto Loan,2024-12-25,256506,35,4772,67578,Delinquent,30-60
782,29,71913,West,Savings,Mortgage,2022-03-20,438188,50,29238,96132,Delinquent,30-60
783,50,177350,North,Loan,Auto Loan,2018-08-28,137944,0,7790,366386,Current,Current
784,45,86630,East,Credit Card,Auto Loan,2021-04-01,171955,20,45289,379013,Delinquent,0-30
785,41,110813,North,Current,Auto Loan,2022-09-16,593039,0,16783,124332,Current,Current
786,38,25945,East,Loan,Credit Card,2023-10-18,296945,0,14135,190916,Current,Current
787,40,121638,South,Loan,Credit Card,2020-04-17,65241,50,34337,163793,Delinquent,30-60
788,60,40692,North,Current,Auto Loan,2024-02-03,469211,70,8310,248784,Charged-off,60-90
789,36,199945,North,Loan,Personal Loan,2021-08-08,47697,0,49187,156243,Current,Current
790,59,110086,West,Current,Mortgage,2025-01-29,142094,50,32091,128441,Delinquent,30-60
791,55,172239,East,Savings,Credit Card,2023-01-28,744660,0,31195,270458,Current,Current
792,49,136284,East,Credit Card,Auto Loan,2023-04-18,60194,120,15909,358139,Charged-off,90+
793,50,144131,South,Credit Card,Credit Card,2021-10-04,129332,0,12586,254929,Current,Current
794,23,166660,West,Current,Credit Card,2023-12-31,607457,0,44804,373536,Current,Current
795,52,50069,West,Credit Card,Credit Card,2018-12-14,636186,0,29018,313537,Current,Current
796,34,180258,East,Current,Credit Card,2017-11-27,486393,0,39011,77439,Current,Current
797,46,117144,North,Savings,Auto Loan,2021-02-26,667867,10,34434,444099,Delinquent,0-30
798,25,104520,West,Current,Personal Loan,2022-01-24,628216,0,12982,210338,Current,Current
799,48,34937,South,Loan,Mortgage,2024-03-02,494591,0,36245,66741,Current,Current
800,28,143189,South,Loan,Mortgage,2019-01-25,403880,35,48140,237722,Delinquent,30-60
801,53,111709,West,Savings,Mortgage,2018-04-19,777778,0,24772,482813,Current,Current
802,56,60622,South,Credit Card,Credit Card,2021-06-28,137495,35,42206,113132,Delinquent,30-60
803,33,36355,South,Loan,Credit Card,2022-10-24,730642,35,38591,230974,Delinquent,30-60
804,40,123295,East,Current,Credit Card,2023-05-16,689057,50,11773,228121,Delinquent,30-60
805,38,189764,North,Current,Credit Card,2018-10-03,603478,20,15390,496482,Delinquent,0-30
806,40,43572,West,Savings,Credit Card,2022-01-31,173845,10,45831,139321,Delinquent,0-30
807,63,54093,North,Credit Card,Auto Loan,2024-06-10,518971,0,25938,431909,Current,Current
808,53,198235,South,Savings,Personal Loan,2018-07-06,442077,10,44820,325269,Delinquent,0-30
809,41,117954,North,Savings,Credit Card,2020-05-12,481401,0,11077,475362,Current,Current
810,44,52614,West,Savings,Auto Loan,2022-03-21,478997,0,31842,336444,Current,Current
811,48,191591,West,Savings,Credit Card,2024-02-18,69000,0,19864,359168,Current,Current
812,25,173537,North,Credit Card,Mortgage,2020-08-19,663561,0,49768,31694,Current,Current
813,50,137972,East,Credit Card,Credit Card,2022-04-13,38284,70,30651,226611,Charged-off,60-90
814,63,147789,West,Current,Auto Loan,2018-11-30,396223,20,37671,331284,Delinquent,0-30
815,44,25795,East,Current,Auto Loan,2023-05-01,96725,35,37116,331386,Delinquent,30-60
816,59,169488,South,Loan,Auto Loan,2022-11-05,280164,0,38982,252119,Current,Current
817,34,88417,South,Current,Personal Loan,2021-09-30,591530,0,5612,373841,Current,Current
818,56,99665,South,Loan,Mortgage,2018-04-20,56732,70,6177,147562,Charged-off,60-90
819,56,163176,South,Loan,Mortgage,2021-05-29,7408,35,12603,393037,Delinquent,30-60
820,46,108098,West,Current,Auto Loan,2020-12-09,723634,0,22957,436923,Current,Current
821,33,115746,South,Savings,Auto Loan,2023-03-22,261187,10,48004,308385,Delinquent,0-30
822,60,41600,East,Savings,Credit Card,2021-02-10,659512,10,22224,146743,Delinquent,0-30
823,41,189259,North,Credit Card,Auto Loan,2019-12-18,741476,10,1726,114617,Delinquent,0-30
824,46,139403,West,Savings,Auto Loan,2020-01-20,378935,35,34049,182048,Delinquent,30-60
825,54,179973,South,Loan,Auto Loan,2022-10-28,755417,20,49769,312463,Delinquent,0-30
826,60,95339,West,Credit Card,Auto Loan,2017-08-20,353862,50,7254,441444,Delinquent,30-60
827,34,120661,West,Credit Card,Mortgage,2021-09-12,17323,0,38447,392808,Current,Current
828,41,137324,West,Current,Personal Loan,2019-04-04,638074,70,20342,485343,Charged-off,60-90
829,63,149746,East,Loan,Mortgage,2023-06-24,246144,70,37824,347075,Charged-off,60-90
830,39,34175,West,Loan,Credit Card,2023-08-23,508299,0,1980,291954,Current,Current
831,32,86122,West,Loan,Auto Loan,2021-01-31,301552,0,41010,72526,Current,Current
832,56,73545,South,Current,Auto Loan,2020-08-05,286587,50,19603,184360,Delinquent,30-60
833,50,174743,South,Loan,Mortgage,2022-08-15,445548,10,35956,156895,Delinquent,0-30
834,64,104306,South,Credit Card,Credit Card,2017-05-31,70283,0,42651,383394,Current,Current
835,53,175770,South,Credit Card,Mortgage,2021-04-15,104321,50,7660,145469,Delinquent,30-60
836,64,132057,West,Savings,Mortgage,2019-08-16,131352,0,17984,408348,Current,Current
837,43,46271,East,Current,Mortgage,2020-11-30,599770,0,41716,322678,Current,Current
838,61,93114,North,Credit Card,Auto Loan,2021-07-06,638761,70,37673,225868,Charged-off,60-90
839,33,191784,South,Credit Card,Personal Loan,2024-12-29,752093,50,44113,36984,Delinquent,30-60
840,48,154728,East,Savings,Personal Loan,2022-07-08,629422,70,31143,181697,Charged-off,60-90
841,48,60219,East,Credit Card,Auto Loan,2023-12-06,459957,20,20410,499052,Delinquent,0-30
842,39,174111,North,Credit Card,Personal Loan,2020-10-22,390085,0,32140,289129,Current,Current
843,57,185531,East,Current,Auto Loan,2018-05-30,198064,10,21132,270059,Delinquent,0-30
844,51,76380,South,Savings,Credit Card,2024-03-27,10720,0,10355,321257,Current,Current
845,62,177242,North,Loan,Auto Loan,2017-01-31,142453,35,4469,90042,Delinquent,30-60
846,59,36039,North,Current,Personal Loan,2024-03-26,226771,35,14021,39421,Delinquent,30-60
847,37,74083,East,Credit Card,Personal Loan,2021-03-26,695613,20,22644,305449,Delinquent,0-30
848,48,45269,South,Credit Card,Auto Loan,2019-09-26,194354,0,18124,181398,Current,Current
849,24,197376,North,Loan,Auto Loan,2021-01-19,704079,120,48133,456846,Charged-off,90+
850,26,137302,South,Savings,Credit Card,2017-12-12,480047,20,16358,365433,Delinquent,0-30
851,39,122467,East,Savings,Mortgage,2018-08-21,148866,20,46715,301850,Delinquent,0-30
852,43,27876,North,Loan,Personal Loan,2021-08-19,343698,10,41234,145533,Delinquent,0-30
853,60,89530,South,Current,Credit Card,2023-10-13,667526,35,21495,404929,Delinquent,30-60
854,62,147578,North,Current,Personal Loan,2019-12-20,252209,120,38118,407776,Charged-off,90+
855,26,106237,North,Current,Credit Card,2022-11-08,643317,95,1874,240108,Charged-off,90+
856,44,62718,North,Credit Card,Personal Loan,2023-04-12,322097,0,45137,385654,Current,Current
857,42,157974,East,Credit Card,Mortgage,2017-09-21,12079,10,8840,80008,Delinquent,0-30
858,41,90708,West,Current,Mortgage,2018-10-03,190236,70,15066,50105,Charged-off,60-90
859,34,153799,North,Current,Credit Card,2020-07-30,648017,0,22489,52904,Current,Current
860,44,34309,East,Credit Card,Credit Card,2019-03-31,545236,50,29002,301939,Delinquent,30-60
861,45,180408,North,Current,Auto Loan,2022-02-18,360597,50,26263,162751,Delinquent,30-60
862,37,119056,East,Savings,Mortgage,2021-10-22,697203,0,9130,90691,Current,Current
863,55,137000,North,Savings,Personal Loan,2018-01-11,143339,0,46618,183745,Current,Current
864,37,195387,North,Credit Card,Credit Card,2021-07-25,312168,20,15231,179995,Delinquent,0-30
865,48,152795,East,Credit Card,Credit Card,2018-01-26,685470,0,25248,284021,Current,Current
866,22,183760,West,Loan,Personal Loan,2022-10-03,488529,35,49978,432565,Delinquent,30-60
867,54,112291,South,Credit Card,Mortgage,2017-02-10,315009,120,47197,267478,Charged-off,90+
868,21,131802,East,Loan,Credit Card,2021-10-25,520416,35,12214,341615,Delinquent,30-60
869,23,100579,West,Loan,Credit Card,2018-06-18,242703,10,5485,165071,Delinquent,0-30
870,42,188702,North,Credit Card,Credit Card,2019-12-26,287958,10,8318,483344,Delinquent,0-30
871,62,170558,North,Savings,Mortgage,2024-07-13,715656,20,16449,323195,Delinquent,0-30
872,24,58598,South,Current,Mortgage,2019-11-07,425444,0,27648,440905,Current,Current
873,35,154790,West,Credit Card,Mortgage,2017-03-13,329409,10,43902,329393,Delinquent,0-30
874,56,33616,North,Savings,Mortgage,2022-07-10,400307,70,9117,240490,Charged-off,60-90
875,59,94287,South,Loan,Auto Loan,2024-03-25,695036,10,4826,317684,Delinquent,0-30
876,32,98725,East,Savings,Personal Loan,2019-08-12,783290,0,24937,345821,Current,Current
877,57,37912,North,Current,Auto Loan,2020-05-19,697284,50,25795,179946,Delinquent,30-60
878,61,186676,South,Loan,Credit Card,2024-04-09,631519,0,24161,481901,Current,Current
879,27,144815,East,Loan,Personal Loan,2018-11-11,276419,120,23078,257170,Charged-off,90+
880,51,139779,West,Savings,Credit Card,2017-03-18,224508,0,26121,424467,Current,Current
881,25,181506,West,Current,Auto Loan,2021-01-04,573480,70,1943,192419,Charged-off,60-90
882,47,169390,East,Savings,Auto Loan,2021-01-17,71445,20,33305,367756,Delinquent,0-30
883,45,155859,West,Current,Personal Loan,2020-10-12,354621,10,33208,288133,Delinquent,0-30
884,37,66771,West,Loan,Personal Loan,2020-09-18,675337,0,2577,355902,Current,Current
885,48,43137,South,Current,Auto Loan,2018-03-09,90869,50,15810,88586,Delinquent,30-60
886,47,155244,South,Savings,Mortgage,2021-11-07,369544,0,15711,266424,Current,Current
887,46,36953,South,Credit Card,Credit Card,2020-12-30,777374,0,6535,194739,Current,Current
888,49,110499,West,Credit Card,Auto Loan,2024-08-05,769079,0,49315,246660,Current,Current
889,47,71577,East,Current,Auto Loan,2018-12-08,217523,35,24708,479992,Delinquent,30-60
890,37,139643,North,Current,Personal Loan,2020-09-18,67947,0,32280,102856,Current,Current
891,58,84356,South,Savings,Auto Loan,2020-12-08,142897,0,24633,244172,Current,Current
892,36,61460,West,Current,Personal Loan,2023-11-14,343761,70,36173,321436,Charged-off,60-90
893,29,117498,South,Loan,Mortgage,2024-05-27,734809,50,30437,417036,Delinquent,30-60
894,52,139124,North,Loan,Mortgage,2024-06-27,739552,0,37892,467770,Current,Current
895,21,77734,West,Credit Card,Personal Loan,2021-11-04,80543,10,31389,96616,Delinquent,0-30
896,29,73535,North,Loan,Credit Card,2018-06-17,614005,20,26839,266641,Delinquent,0-30
897,27,70177,West,Credit Card,Personal Loan,2022-12-30,599554,20,39393,52150,Delinquent,0-30
898,64,37088,North,Current,Auto Loan,2018-04-13,579307,70,13153,225081,Charged-off,60-90
899,57,147544,East,Current,Personal Loan,2023-06-23,367303,120,22713,411298,Charged-off,90+
900,60,167280,North,Credit Card,Mortgage,2022-03-04,696860,95,23510,63002,Charged-off,90+
901,26,133500,West,Credit Card,Personal Loan,2020-08-27,699980,0,8000,111629,Current,Current
902,57,163875,East,Credit Card,Credit Card,2022-10-04,666072,70,8798,36546,Charged-off,60-90
903,59,165856,South,Loan,Personal Loan,2021-05-31,473395,35,31004,391931,Delinquent,30-60
904,24,138578,East,Loan,Personal Loan,2019-11-28,380438,0,14448,193550,Current,Current
